Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,5-14 years,,46,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,15-24 years,,181,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,18-29 years,11,341,16,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,25-34 years,13,442,18,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,30-49 years,96,"1,537",92,41,,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,35-44 years,36,714,42,16,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,45-54 years,122,"1,499",120,63,10,189,
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,50-64 years,355,"4,535",418,192,34,615,
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,55-64 years,287,"3,616",342,154,25,500,
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,65-74 years,617,"6,319",674,320,30,"1,001",
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,75-84 years,744,"8,470",796,358,29,"1,210",
09/30/2020,02/01/2020,09/26/2020,Michigan,Female,85 years and over,"1,127","13,711","1,082",458,23,"1,774",
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Michigan,Unknown,85 years and over,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,All Sexes,All Ages,"1,975","31,509","2,237",559,122,"3,774",
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,All Ages,961,"15,917","1,150",291,59,"1,878",
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,Under 1 year,0,109,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,0-17 years,0,207,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,1-4 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,5-14 years,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,15-24 years,,211,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,18-29 years,,348,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,25-34 years,,382,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,30-49 years,29,"1,005",45,11,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,35-44 years,12,482,22,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,45-54 years,42,891,58,18,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,50-64 years,136,"2,751",163,50,13,262,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,55-64 years,108,"2,175",124,39,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,65-74 years,182,"3,234",229,67,15,358,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,75-84 years,280,"3,915",336,82,14,548,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Male,85 years and over,331,"4,457",368,80,12,631,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,All Ages,"1,014","15,592","1,087",268,63,"1,896",
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,Under 1 year,,65,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,0-17 years,,120,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,5-14 years,0,16,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,15-24 years,0,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,18-29 years,,127,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,25-34 years,,183,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,30-49 years,14,602,28,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,35-44 years,,293,12,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,45-54 years,18,539,32,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,50-64 years,64,"1,668",119,21,17,179,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,55-64 years,51,"1,326",99,19,15,146,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,65-74 years,149,"2,389",183,56,13,289,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,75-84 years,252,"3,783",279,72,11,470,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Female,85 years and over,532,"6,903",467,115,16,900,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Minnesota,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,All Sexes,All Ages,"2,767","24,517","2,966","1,424",57,"4,362",
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,All Ages,"1,378","12,800","1,570",738,31,"2,240",
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,Under 1 year,0,73,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,0-17 years,0,165,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,1-4 years,0,25,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,5-14 years,0,33,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,15-24 years,,224,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,18-29 years,,379,11,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,25-34 years,14,401,18,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,30-49 years,81,"1,206",89,40,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,35-44 years,35,563,43,20,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,45-54 years,87,995,89,47,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,50-64 years,266,"2,845",337,151,,459,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,55-64 years,214,"2,281",281,120,,381,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,65-74 years,392,"3,114",433,213,,621,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,75-84 years,383,"2,987",418,207,,601,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Male,85 years and over,247,"2,104",281,121,,408,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,All Ages,"1,388","11,714","1,395",685,26,"2,121",
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,Under 1 year,0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,0-17 years,0,96,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,1-4 years,0,10,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,5-14 years,0,22,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,15-24 years,,63,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,18-29 years,11,119,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,25-34 years,13,162,14,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,30-49 years,83,742,76,39,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,35-44 years,37,339,32,18,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,45-54 years,93,698,84,42,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,50-64 years,256,"1,886",252,141,,376,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,55-64 years,202,"1,491",203,116,,296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,65-74 years,286,"2,293",315,153,,449,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,75-84 years,340,"2,941",363,174,,534,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Female,85 years and over,412,"3,637",380,171,,624,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Mississippi,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,All Sexes,All Ages,"2,014","43,999","2,830",722,180,"4,302",
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,All Ages,997,"22,893","1,522",388,89,"2,220",
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,Under 1 year,0,127,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,0-17 years,0,274,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,1-4 years,0,36,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,5-14 years,0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,15-24 years,,402,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,18-29 years,,701,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,25-34 years,,724,15,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,30-49 years,28,"1,835",62,10,10,90,
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,35-44 years,13,891,23,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,45-54 years,48,"1,471",78,20,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,50-64 years,156,"4,527",254,57,22,375,
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,55-64 years,123,"3,636",206,42,19,306,
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,65-74 years,247,"5,138",354,93,15,523,
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,75-84 years,297,"5,633",441,122,20,636,
09/30/2020,02/01/2020,09/26/2020,Missouri,Male,85 years and over,265,"4,785",393,105,15,568,
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,All Ages,"1,017","21,105","1,308",334,91,"2,082",
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,Under 1 year,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,0-17 years,0,200,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,1-4 years,0,24,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,5-14 years,0,29,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,15-24 years,,144,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,18-29 years,,261,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,25-34 years,,279,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,30-49 years,27,978,42,11,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,35-44 years,12,489,23,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,45-54 years,25,911,49,11,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,50-64 years,101,"2,863",158,37,13,235,
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,55-64 years,86,"2,303",125,29,10,192,
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,65-74 years,174,"3,937",264,57,17,398,
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,75-84 years,246,"5,200",352,91,32,539,
09/30/2020,02/01/2020,09/26/2020,Missouri,Female,85 years and over,466,"7,666",481,137,20,830,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Missouri,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,All Sexes,All Ages,142,"6,808",346,52,34,470,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,All Ages,73,"3,772",195,23,17,262,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,Under 1 year,0,17,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,0-17 years,0,37,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,15-24 years,0,73,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,18-29 years,0,110,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,25-34 years,0,100,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Male,30-49 years,,259,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,35-44 years,,119,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,45-54 years,,210,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,50-64 years,10,660,24,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,55-64 years,,538,19,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,65-74 years,20,873,50,,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,75-84 years,20,948,52,,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Male,85 years and over,20,885,61,,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,All Ages,69,"3,036",151,29,17,208,
09/30/2020,02/01/2020,09/26/2020,Montana,Female,Under 1 year,0,16,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Female,0-17 years,0,35,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,15-24 years,0,20,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Female,18-29 years,0,31,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Montana,Female,25-34 years,,55,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,30-49 years,,142,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,35-44 years,0,66,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Montana,Female,45-54 years,,112,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
